Clients amount, Client time
10, 20.86868686868687
15, 19.145833333333332
20, 22.057894736842105
25, 19.431623931623932
30, 20.835205992509362
35, 21.882636655948552
40, 20.734782608695653
45, 22.76683937823834
50, 20.96793349168646
55, 23.280898876404493
60, 22.82315789473684
65, 22.348249027237355
70, 22.408411214953272
75, 22.271799628942485
80, 22.041977611940297
85, 22.582637729549248
90, 21.730210016155088
95, 21.1628664495114
100, 22.635702746365105
