Clients amount, Query time
10, 21.565656565656564
15, 19.618055555555557
20, 22.528947368421054
25, 20.102564102564102
30, 21.34082397003745
35, 22.729903536977492
40, 21.13768115942029
45, 23.510362694300518
50, 22.267220902612827
55, 24.59325842696629
60, 23.43578947368421
65, 22.98443579766537
70, 23.138317757009347
75, 22.882189239332096
80, 22.64365671641791
85, 23.247078464106846
90, 22.39579967689822
95, 21.7385993485342
100, 23.365912762520193
