Clients amount, Server overhead
10, -0.6969696969696955
15, -0.472222222222225
20, -0.4710526315789494
25, -0.6709401709401703
30, -0.5056179775280896
35, -0.8472668810289399
40, -0.4028985507246361
45, -0.743523316062177
50, -1.2992874109263681
55, -1.3123595505617978
60, -0.6126315789473686
65, -0.6361867704280151
70, -0.7299065420560744
75, -0.6103896103896105
80, -0.6016791044776149
85, -0.6644407345575978
90, -0.6655896607431337
95, -0.5757328990227997
100, -0.7302100161550875
