Array size, Running time
1000, 538.6899999999999
1500, 758.2199999999998
2000, 1038.9400000000003
2500, 1067.6999999999996
3000, 1206.28
3500, 1607.4199999999994
4000, 2090.05
4500, 2508.589999999999
5000, 3121.16
5500, 2636.29
6000, 4285.829999999999
6500, 4495.080000000001
7000, 5758.700000000001
7500, 6187.6
8000, 8010.710000000003
8500, 6200.299999999999
9000, 8791.04
9500, 11337.6
10000, 12635.48
