Clients amount, Server overhead
10, -0.33999999999999986
15, -0.3466666666666667
20, -0.2649999999999997
25, -0.3360000000000003
30, -0.2666666666666666
35, -0.27142857142857135
40, -0.2450000000000001
45, -0.31333333333333346
50, -0.2699999999999996
55, -0.7127272727272729
60, -0.6849999999999996
65, -0.655384615384615
70, -0.4728571428571433
75, -0.45999999999999996
80, -0.5737500000000004
85, -0.33882352941176475
90, -0.5366666666666662
95, -0.9547368421052633
100, -1.1749999999999998
