Clients amount, Running time
10, 728.5
15, 1115.0666666666668
20, 1404.25
25, 1780.48
30, 2094.9666666666662
35, 2472.9714285714285
40, 2860.4999999999995
45, 3319.4666666666662
50, 3505.38
55, 3799.2000000000003
60, 4341.4333333333325
65, 4181.338461538462
70, 4239.200000000001
75, 4854.12
80, 5378.949999999999
85, 5518.576470588234
90, 5704.777777777778
95, 5511.41052631579
100, 6255.810000000001
