Clients amount, Query time
10, 7.52
15, 7.766666666666667
20, 7.34
25, 7.492
30, 7.33
35, 7.4314285714285715
40, 7.5625
45, 7.782222222222222
50, 7.374
55, 7.945454545454545
60, 7.946666666666666
65, 7.7907692307692304
70, 7.714285714285714
75, 7.852
80, 7.7175
85, 7.472941176470588
90, 7.736666666666666
95, 8.215789473684211
100, 8.401
