Delay, Server overhead
2, -0.3719999999999999
7, -0.3780000000000001
12, -0.2560000000000002
17, -0.2760000000000007
22, -0.2519999999999998
27, -0.28000000000000025
32, -0.2600000000000007
37, -0.30400000000000027
42, -0.26399999999999935
47, -0.2079999999999993
52, -0.33000000000000007
57, -0.24800000000000022
62, -0.29800000000000004
67, -0.2240000000000002
72, -0.31400000000000006
77, -0.24400000000000066
82, -0.28000000000000025
87, -0.266
92, -0.2699999999999996
97, -0.21999999999999975
