Delay, Running time
2, 2311.14
7, 1994.9199999999998
12, 1952.52
17, 1586.4400000000003
22, 1800.62
27, 1970.08
32, 1651.3400000000004
37, 1739.0400000000002
42, 1581.2999999999997
47, 1484.0199999999998
52, 1784.3000000000002
57, 1644.9400000000003
62, 1585.3400000000004
67, 1667.5399999999997
72, 1580.7000000000003
77, 1630.98
82, 1609.7600000000002
87, 1827.0600000000002
92, 1698.88
97, 2048.1400000000003
