Delay, Client time
2, 29.684538653366584
7, 25.384248210023866
12, 23.694312796208532
17, 19.596810933940773
22, 24.180459770114943
27, 20.361305361305362
32, 23.610738255033556
37, 21.37641723356009
42, 21.63706140350877
47, 20.943355119825707
52, 17.55668934240363
57, 18.73127753303965
62, 21.104347826086958
67, 23.81168831168831
72, 19.213362068965516
77, 17.475161987041037
82, 15.774403470715836
87, 19.477124183006534
92, 19.57430997876858
97, 20.469162995594715
