Delay, Query time
2, 31.36284289276808
7, 26.492840095465393
12, 24.15995260663507
17, 20.66514806378132
22, 25.17471264367816
27, 20.87878787878788
32, 24.369127516778523
37, 22.45691609977324
42, 22.355263157894736
47, 22.28213507625272
52, 18.132653061224488
57, 20.588105726872246
62, 22.494565217391305
67, 25.211038961038962
72, 20.259698275862068
77, 18.028077753779698
82, 16.261388286334057
87, 20.194989106753813
92, 19.954352441613587
97, 23.56718061674009
