Delay, Server overhead
2, -1.6783042394014949
7, -1.1085918854415269
12, -0.4656398104265378
17, -1.0683371298405469
22, -0.9942528735632159
27, -0.5174825174825166
32, -0.7583892617449663
37, -1.0804988662131514
42, -0.7182017543859658
47, -1.3387799564270146
52, -0.5759637188208586
57, -1.8568281938325981
62, -1.390217391304347
67, -1.3993506493506516
72, -1.0463362068965516
77, -0.5529157667386606
82, -0.4869848156182215
87, -0.7178649237472783
92, -0.3800424628450081
97, -3.098017621145374
