Delay, Query time
2, 18.978
7, 34.471999999999994
12, 19.805999999999994
17, 27.854000000000006
22, 53.245999999999995
27, 18.751999999999995
32, 19.503999999999998
37, 36.28199999999999
42, 38.73799999999999
47, 33.26
52, 35.202000000000005
57, 35.21000000000001
62, 35.73199999999999
67, 20.688000000000002
72, 42.50000000000001
77, 19.756
82, 29.881999999999998
87, 40.78
92, 24.56999999999999
97, 35.46000000000001
