Delay, Running time
2, 1352.4799999999998
7, 1735.6000000000006
12, 1398.82
17, 1617.86
22, 1784.9000000000003
27, 1567.62
32, 1598.56
37, 1751.8000000000002
42, 1835.34
47, 1840.8999999999996
52, 1808.1
57, 1875.48
62, 1878.7199999999998
67, 1807.0800000000002
72, 1893.12
77, 1918.78
82, 1944.1
87, 1916.24
92, 1914.3600000000006
97, 2010.6999999999998
