Delay, Client time
2, 18.54
7, 33.45000000000001
12, 19.248
17, 26.755999999999993
22, 43.10199999999999
27, 18.266
32, 19.046
37, 35.32
42, 37.942
47, 32.300000000000004
52, 34.657999999999994
57, 34.148
62, 34.395999999999994
67, 20.113999999999997
72, 35.33599999999999
77, 19.222
82, 29.325999999999993
87, 39.76600000000001
92, 24.022
97, 34.552
