Array size, Client time
1000, 1.846927374301676
1500, 2.944760820045558
2000, 4.752638522427441
2500, 7.653645833333333
3000, 10.08377308707124
3500, 12.41465256797583
4000, 15.331504702194357
4500, 19.319359756097562
5000, 23.530812324929972
5500, 30.36639344262295
6000, 33.082142857142856
6500, 48.440459110473455
7000, 55.73180379746835
7500, 60.719834710743804
8000, 87.56842105263158
8500, 102.0972972972973
9000, 151.23584905660377
9500, 185.95817120622567
10000, 219.4059196617336
