Array size, Query time
1000, 2.006145251396648
1500, 3.1810933940774486
2000, 5.073878627968337
2500, 8.501302083333334
3000, 11.04815303430079
3500, 13.114803625377643
4000, 15.953761755485893
4500, 20.134908536585368
5000, 24.57002801120448
5500, 31.082786885245902
6000, 33.88
6500, 49.86298421807747
7000, 57.267405063291136
7500, 62.123140495867766
8000, 90.37982456140351
8500, 104.84864864864865
9000, 155.10471698113207
9500, 190.454280155642
10000, 226.3044397463002
