Clients amount, Client time
10, 11.010000000000002
15, 18.326666666666668
20, 32.69500000000001
25, 40.34400000000001
30, 42.98333333333333
35, 45.32857142857142
40, 37.7025
45, 39.95777777777778
50, 41.16
55, 43.22909090909092
60, 37.261666666666656
65, 40.24615384615386
70, 38.66285714285716
75, 38.766666666666666
80, 39.36250000000002
85, 38.55058823529412
90, 40.95555555555553
95, 42.26736842105264
100, 39.354
