Clients amount, Query time
10, 55.57000000000001
15, 65.43333333333332
20, 72.66499999999999
25, 78.796
30, 77.26
35, 81.2857142857143
40, 76.38250000000001
45, 76.13555555555556
50, 76.972
55, 80.43090909090911
60, 74.4
65, 77.3876923076923
70, 76.29857142857142
75, 75.63999999999997
80, 75.10249999999999
85, 74.0811764705882
90, 77.41444444444446
95, 80.45052631578949
100, 76.63600000000001
