Clients amount, Server overhead
10, -44.56
15, -47.106666666666655
20, -39.969999999999985
25, -38.452
30, -34.27666666666668
35, -35.957142857142884
40, -38.68000000000001
45, -36.17777777777778
50, -35.812
55, -37.20181818181819
60, -37.13833333333335
65, -37.141538461538445
70, -37.63571428571426
75, -36.873333333333306
80, -35.739999999999974
85, -35.53058823529408
90, -36.45888888888893
95, -38.18315789473685
100, -37.28200000000001
