Array size, Client time
1000, 2.6004540295119183
1500, 7.300339366515837
2000, 5.902849740932642
2500, 9.683619550858653
3000, 10.577663671373555
3500, 12.56336939721793
4000, 15.342923794712286
4500, 21.334328358208957
5000, 25.757104194857916
5500, 33.39568345323741
6000, 39.174059139784944
6500, 49.04119318181818
7000, 59.16489361702128
7500, 70.83934707903781
8000, 103.09729272419628
8500, 107.7495575221239
9000, 148.66449814126395
9500, 226.1326923076923
10000, 272.52024291497975
