Array size, Query time
1000, 3.45005675368899
1500, 9.638009049773755
2000, 7.0
2500, 12.783355350066051
3000, 12.098202824133505
3500, 13.098918083462133
4000, 16.094090202177295
4500, 22.688805970149254
5000, 32.113667117726656
5500, 34.135971223021585
6000, 41.34834229390681
6500, 50.07599431818182
7000, 61.1781914893617
7500, 72.23539518900344
8000, 105.56937394247039
8500, 111.08407079646018
9000, 153.86988847583643
9500, 231.3153846153846
10000, 278.84716599190284
