Array size, Running time
1000, 546.6700000000001
1500, 551.37
2000, 734.9299999999998
2500, 916.5999999999998
3000, 1293.4699999999996
3500, 1731.6200000000001
4000, 1752.3299999999997
4500, 2561.680000000001
5000, 3058.3599999999997
5500, 3968.2900000000013
6000, 4765.230000000001
6500, 5931.140000000001
7000, 6677.089999999995
7500, 5927.609999999999
8000, 8296.149999999994
8500, 10664.580000000002
9000, 11498.0
9500, 12513.020000000004
10000, 13729.529999999995
