Clients amount, Query time
10, 20.73
15, 20.426573426573427
20, 21.647368421052633
25, 24.032467532467532
30, 23.18867924528302
35, 22.165079365079364
40, 23.24438202247191
45, 22.447860962566846
50, 23.291979949874687
55, 22.175862068965518
60, 25.320539419087137
65, 22.798947368421054
70, 27.407509157509157
75, 26.006238859180037
80, 24.30531732418525
85, 24.127958579881657
90, 27.429276315789473
95, 24.691833590138675
100, 25.565868263473053
