Clients amount, Server overhead
10, -0.5199999999999996
15, -0.6573426573426566
20, -0.7078947368421069
25, -1.437229437229437
30, -0.6188679245283026
35, -0.6873015873015866
40, -1.1629213483146081
45, -0.5280748663101633
50, -0.677944862155389
55, -0.5632183908046002
60, -1.4543568464730292
65, -0.9452631578947397
70, -4.515567765567766
75, -1.0311942959001783
80, -0.559176672384222
85, -1.0140532544378686
90, -2.7121710526315788
95, -2.1340523882896747
100, -0.7018463073852281
