Clients amount, Client time
10, 20.21
15, 19.76923076923077
20, 20.939473684210526
25, 22.595238095238095
30, 22.569811320754717
35, 21.477777777777778
40, 22.081460674157302
45, 21.919786096256683
50, 22.614035087719298
55, 21.612643678160918
60, 23.866182572614107
65, 21.853684210526314
70, 22.89194139194139
75, 24.97504456327986
80, 23.746140651801028
85, 23.11390532544379
90, 24.717105263157894
95, 22.557781201849
100, 24.864021956087825
