Clients amount, Running time
10, 421.09999999999997
15, 800.0666666666666
20, 895.45
25, 1217.88
30, 1546.4
35, 1415.4285714285718
40, 1509.0000000000005
45, 2031.066666666667
50, 2307.9800000000005
55, 2421.9636363636364
60, 2301.7666666666664
65, 2995.76923076923
70, 2571.7428571428572
75, 2871.76
80, 3008.5874999999996
85, 2424.529411764706
90, 3585.1777777777784
95, 3501.0842105263155
100, 3607.12
