Clients amount, Client time
10, 9.75
15, 17.41
20, 13.8475
25, 16.016
30, 16.79
35, 24.24142857142857
40, 18.03625
45, 21.00777777777778
50, 27.065
55, 19.906363636363636
60, 26.136666666666667
65, 40.93153846153846
70, 42.385714285714286
75, 46.79666666666667
80, 44.20875
85, 50.94294117647059
90, 46.5
95, 60.24
100, 52.067
