Clients amount, Query time
10, 10.15
15, 19.136666666666667
20, 14.715
25, 17.142
30, 17.871666666666666
35, 26.56142857142857
40, 19.3825
45, 23.043333333333333
50, 28.843
55, 21.266363636363636
60, 28.8575
65, 44.83307692307692
70, 46.18071428571429
75, 50.624
80, 48.338125
85, 54.91882352941177
90, 49.97666666666667
95, 65.31368421052632
100, 55.874
