Array size, Running time
1000, 903.5999999999997
1500, 969.52
2000, 1164.8200000000002
2500, 1929.2199999999996
3000, 2076.8399999999997
3500, 3252.5099999999998
4000, 3621.2999999999984
4500, 4477.240000000001
5000, 6233.709999999999
5500, 7175.770000000002
6000, 8060.63
6500, 8869.540000000003
7000, 12761.13
7500, 14267.219999999998
8000, 16058.71
8500, 15209.259999999998
9000, 18980.21000000001
9500, 18933.200000000004
10000, 20506.549999999996
