Delay, Client time
2, 23.45273631840796
7, 19.417283950617286
12, 20.278042959427207
17, 20.593366093366093
22, 20.12183908045977
27, 19.48512585812357
32, 19.123853211009173
37, 19.86777777777778
42, 19.61804008908686
47, 17.815964523281597
52, 17.261312217194572
57, 18.185968819599108
62, 14.409090909090908
67, 15.865168539325843
72, 18.108369098712448
77, 21.474193548387095
82, 15.312917594654788
87, 16.486547085201792
92, 17.097995545657014
97, 14.731543624161073
