Delay, Query time
2, 24.3681592039801
7, 20.034567901234567
12, 20.795942720763723
17, 21.524570024570025
22, 20.645977011494253
27, 19.955377574370708
32, 19.658256880733944
37, 20.794444444444444
42, 20.396436525612472
47, 18.29711751662971
52, 17.855203619909503
57, 18.675946547884188
62, 14.763403263403264
67, 16.26629213483146
72, 18.583690987124463
77, 21.903225806451612
82, 15.643652561247215
87, 17.043721973094172
92, 17.70044543429844
97, 15.1331096196868
