Clients amount, Client time
10, 12.549999999999999
15, 14.926666666666668
20, 19.920000000000005
25, 21.683999999999997
30, 30.53666666666667
35, 35.93428571428572
40, 34.85999999999999
45, 46.44888888888889
50, 39.03800000000002
55, 18.432727272727266
60, 33.406666666666666
65, 48.31692307692307
70, 46.38142857142856
75, 29.707999999999988
80, 26.725
85, 30.851764705882353
90, 33.77666666666667
95, 35.47473684210527
100, 35.94400000000003
