Clients amount, Running time
10, 600.3
15, 624.0
20, 777.2000000000002
25, 954.04
30, 1086.2
35, 1270.9142857142858
40, 1479.875
45, 1585.4444444444446
50, 1669.4
55, 1518.2727272727273
60, 1903.4666666666672
65, 2138.753846153846
70, 2344.8
75, 2045.3333333333333
80, 2144.2375000000006
85, 2267.6
90, 2363.677777777777
95, 2470.01052631579
100, 2716.379999999999
