Delay, Query time
2, 93.67272727272724
7, 94.70727272727272
12, 80.14909090909093
17, 70.45999999999997
22, 92.26181818181816
27, 75.06
32, 69.95454545454547
37, 87.69818181818181
42, 68.12
47, 72.30181818181819
52, 87.17636363636365
57, 67.60181818181819
62, 76.14181818181817
67, 67.66909090909093
72, 68.10181818181817
77, 67.92545454545456
82, 79.81454545454545
87, 70.83272727272728
92, 87.98727272727272
97, 36.28727272727273
