Delay, Client time
2, 87.87272727272727
7, 88.02
12, 74.75454545454546
17, 65.99636363636365
22, 87.88363636363636
27, 70.37818181818182
32, 64.77999999999999
37, 82.19090909090909
42, 63.210909090909105
47, 68.1
52, 81.2781818181818
57, 63.97454545454545
62, 72.1727272727273
67, 62.88727272727272
72, 64.37090909090912
77, 63.841818181818184
82, 75.06727272727271
87, 66.57636363636362
92, 82.73636363636368
97, 34.57272727272727
