Delay, Running time
2, 1946.8599999999997
7, 1791.9599999999994
12, 1846.7200000000003
17, 1823.8400000000006
22, 2028.8599999999994
27, 1933.5200000000007
32, 1892.4000000000005
37, 1987.3200000000002
42, 1964.7999999999997
47, 1975.9400000000003
52, 2112.7599999999998
57, 1976.92
62, 2055.6
67, 2041.6999999999998
72, 2120.1199999999994
77, 2128.5400000000004
82, 2269.0799999999995
87, 2272.4599999999996
92, 2435.16
97, 1987.9600000000005
