Clients amount, Running time
10, 1264.5
15, 3136.9999999999995
20, 3296.1
25, 955.56
30, 2129.5333333333333
35, 2897.828571428571
40, 1994.2749999999994
45, 4526.6
50, 4829.920000000001
55, 5100.909090909093
60, 2912.5666666666675
65, 2133.1692307692315
70, 2885.8285714285716
75, 3650.4533333333325
80, 2951.2875000000004
85, 3140.823529411765
90, 5090.544444444444
95, 2826.6947368421042
100, 3289.71
