Clients amount, Query time
10, 8.24
15, 8.893333333333333
20, 11.155
25, 8.52
30, 12.225
35, 9.852857142857143
40, 10.35375
45, 8.78
50, 12.863
55, 8.870909090909091
60, 10.259166666666667
65, 12.224615384615385
70, 11.342142857142857
75, 12.529333333333334
80, 12.183125
85, 13.30764705882353
90, 11.706111111111111
95, 12.931052631578947
100, 12.9985
