Clients amount, Client time
10, 7.945
15, 8.633333333333333
20, 10.69
25, 8.278
30, 11.951666666666666
35, 9.588571428571429
40, 10.07
45, 8.493333333333334
50, 12.585
55, 8.565454545454546
60, 9.9225
65, 11.836923076923076
70, 10.905714285714286
75, 12.142666666666667
80, 11.8325
85, 12.898235294117647
90, 11.336666666666666
95, 12.64578947368421
100, 12.3715
