Array size, Running time
1000, 490.53000000000003
1500, 583.9599999999998
2000, 922.86
2500, 1082.6099999999997
3000, 1152.2500000000007
3500, 1409.8600000000006
4000, 1705.7100000000005
4500, 2064.4399999999996
5000, 2420.23
5500, 2864.83
6000, 3245.6400000000003
6500, 3772.850000000001
7000, 4358.29
7500, 4914.92
8000, 5356.53
8500, 6132.480000000002
9000, 6675.259999999998
9500, 7638.949999999999
10000, 8255.919999999996
