Array size, Client time
1000, 0.84
1500, 2.5899999999999994
2000, 5.851999999999999
2500, 9.583000000000002
3000, 14.14
3500, 20.39000000000001
4000, 24.54000000000001
4500, 33.35100000000002
5000, 39.21900000000001
5500, 49.04200000000001
6000, 53.079000000000015
6500, 67.298
7000, 73.82199999999996
7500, 85.99800000000005
8000, 104.02999999999999
8500, 105.63700000000003
9000, 149.313
9500, 137.50699999999998
10000, 152.04400000000004
