Delay, Client time
2, 38.052
7, 40.702000000000005
12, 42.408
17, 40.937999999999995
22, 42.806
27, 48.44999999999999
32, 41.96800000000001
37, 53.023999999999994
42, 57.85799999999999
47, 54.85799999999999
52, 54.41200000000001
57, 65.64200000000001
62, 59.25
67, 49.576
72, 54.157999999999994
77, 63.97000000000002
82, 57.432000000000016
87, 61.364
92, 50.045999999999985
97, 60.463999999999984
