Delay, Query time
2, 41.944
7, 44.350000000000016
12, 45.614
17, 44.11
22, 45.59600000000001
27, 51.53200000000001
32, 45.211999999999996
37, 56.88199999999999
42, 62.49799999999999
47, 58.856
52, 58.206
57, 68.65999999999997
62, 62.713999999999984
67, 52.384000000000015
72, 58.55999999999998
77, 67.43800000000005
82, 62.46
87, 64.932
92, 53.792
97, 64.168
