Delay, Running time
2, 1818.26
7, 1715.56
12, 1650.4799999999998
17, 1662.7000000000005
22, 1786.7399999999996
27, 1682.6799999999996
32, 1877.0599999999997
37, 1839.2599999999995
42, 1868.3199999999995
47, 1893.7400000000005
52, 1926.4
57, 2001.84
62, 2009.66
67, 2189.3199999999997
72, 2009.5400000000002
77, 2124.6000000000004
82, 1921.4
87, 2045.3800000000006
92, 2051.8399999999997
97, 2013.64
