Delay, Query time
2, 84.99272727272728
7, 74.59454545454547
12, 65.82363636363635
17, 66.12727272727274
22, 68.75999999999998
27, 66.61454545454545
32, 75.13999999999997
37, 69.17454545454545
42, 70.2090909090909
47, 73.64545454545454
52, 73.51999999999998
57, 65.77272727272727
62, 64.22363636363636
67, 78.80000000000001
72, 59.6309090909091
77, 67.60181818181817
82, 44.73636363636364
87, 51.87272727272726
92, 54.1890909090909
97, 42.43090909090909
