Delay, Client time
2, 78.52727272727275
7, 69.29454545454546
12, 60.73454545454545
17, 61.75818181818183
22, 64.54727272727274
27, 63.21818181818182
32, 71.2090909090909
37, 66.40545454545453
42, 65.07999999999998
47, 68.86545454545455
52, 69.56545454545453
57, 62.3290909090909
62, 61.33454545454545
67, 73.96181818181817
72, 56.33454545454545
77, 62.76545454545456
82, 41.149090909090894
87, 48.79454545454546
92, 50.05272727272727
97, 39.807272727272704
